LOCAL_DATE2,COOLING_DEGREE_DAYS2,HEATING_DEGREE_DAYS2,TOTAL_PRECIPITATION2,TOTAL_RAIN2,TOTAL_SNOW2,SNOW_ON_GROUND2,MAX_TEMPERATURE2,MEAN_TEMPERATURE2,MIN_TEMPERATURE2
12/18/1976,0,22.5,0,0,0,,-2.2,-4.5,-6.7
12/19/1976,0,21.3,0,0,0,,2.8,-3.3,-9.4
12/20/1976,0,20.5,0,0,0,,1.7,-2.5,-6.7
12/21/1976,0,20.3,0,0,0,,1.1,-2.3,-5.6
12/22/1976,0,17.4,0,0,0,,2.8,0.6,-1.7
12/23/1976,0,21.6,0,0,0,,1.1,-3.6,-8.3
12/24/1976,0,22.5,2.3,0,2.3,,1.7,-4.5,-10.6
12/25/1976,0,18.9,9.4,2.3,7.1,,3.9,-0.9,-5.6
12/26/1976,0,15.8,0,0,0,,4.4,2.2,0
12/27/1976,0,21.7,0.8,0,0.8,,-0.6,-3.7,-6.7
12/28/1976,0,22.5,0,0,0,,-2.2,-4.5,-6.7
12/29/1976,0,23.6,0,0,0,,-2.2,-5.6,-8.9
12/30/1976,0,25.5,0,0,0,,-5.6,-7.5,-9.4
12/31/1976,0,25.3,0,0,0,,-6.7,-7.3,-7.8
1/1/1977,0,25.5,0,0,0,,-6.1,-7.5,-8.9
1/2/1977,0,27.2,1,0,1,,-7.8,-9.2,-10.6
1/3/1977,0,28.6,0.8,0,0.8,,-9.4,-10.6,-11.7
1/4/1977,0,28.3,1.3,0,1.3,,-9.4,-10.3,-11.1
1/5/1977,0,28.9,0,0,0,,-8.9,-10.9,-12.8
1/6/1977,0,29.1,3.3,0,3.3,,-7.2,-11.1,-15
1/7/1977,0,28.6,0,0,0,,-6.7,-10.6,-14.4
1/8/1977,0,32.2,0,0,0,,-10.6,-14.2,-17.8
1/9/1977,0,29.4,3.3,0,3.3,,-8.3,-11.4,-14.4
1/10/1977,0,25.8,0,0,0,,-6.7,-7.8,-8.9
1/11/1977,0,26.3,0.5,0,0.5,,-7.2,-8.3,-9.4
1/12/1977,0,25.8,0,0,0,,-5.6,-7.8,-10
1/13/1977,0,24.4,2.5,0,2.5,,-3.9,-6.4,-8.9
1/14/1977,0,25.8,1.5,0,1.5,,-7.8,-7.8,-7.8
1/15/1977,0,26.6,2.3,0,2.3,,-6.1,-8.6,-11.1
1/16/1977,0,20,29.5,18.3,11.2,,6.1,-2,-10
1/17/1977,0,14.6,5.3,5.3,0,,6.7,3.4,0
1/18/1977,0,17.7,0,0,0,,4.4,0.3,-3.9
1/19/1977,0,20,6.6,0,6.6,,2.2,-2,-6.1
1/20/1977,0,22.2,0.3,0,0.3,,0,-4.2,-8.3
1/21/1977,0,18.9,0,0,0,,3.9,-0.9,-5.6
1/22/1977,0,22.8,0,0,0,,1.1,-4.8,-10.6
1/23/1977,0,26.3,0.8,0,0.8,,-4.4,-8.3,-12.2
1/24/1977,0,22.2,0.5,0,0.5,,1.1,-4.2,-9.4
1/25/1977,0,23.6,0,0,0,,-0.6,-5.6,-10.6
1/26/1977,0,22.2,0,0,0,,0.6,-4.2,-8.9
1/27/1977,0,26.7,0,0,0,,-5.6,-8.7,-11.7
1/28/1977,0,23,0,0,0,,-0.6,-5,-9.4
1/29/1977,0,25.3,0.8,0,0.8,,-3.9,-7.3,-10.6
1/30/1977,0,23.9,0,0,0,,0,-5.9,-11.7
1/31/1977,0,21.6,0,0,0,,1.7,-3.6,-8.9
2/1/1977,0,18.3,0,0,0,,6.7,-0.3,-7.2
2/2/1977,0,20.8,0,0,0,,2.2,-2.8,-7.8
2/3/1977,0,23,0,0,0,,0,-5,-10
2/4/1977,0,21.1,0,0,0,,3.3,-3.1,-9.4
2/5/1977,0,20.2,0,0,0,,1.7,-2.2,-6.1
2/6/1977,0,16.9,2.8,2.8,0,,7.2,1.1,-5
2/7/1977,0,13.5,0,0,0,,7.2,4.5,1.7
2/8/1977,0,13.5,0,0,0,,7.8,4.5,1.1
2/9/1977,0,13.2,1.3,1.3,0,,7.8,4.8,1.7
2/10/1977,0,14.4,0.5,0.5,0,,7.8,3.6,-0.6
2/11/1977,0,18.9,1,1,0,,4.4,-0.9,-6.1
2/12/1977,0,13.5,3,3,0,,7.8,4.5,1.1
2/13/1977,0,16.3,0,0,0,,4.4,1.7,-1.1
2/14/1977,0,15.2,0,0,0,,6.7,2.8,-1.1
2/15/1977,0,14.7,2.5,2.5,0,,8.3,3.3,-1.7
2/16/1977,0,14.1,1.8,1.8,0,,8.9,3.9,-1.1
2/17/1977,0,16.6,0,0,0,,5.6,1.4,-2.8
2/18/1977,0,16.3,0,0,0,,6.1,1.7,-2.8
2/19/1977,0,16.3,0,0,0,,7.2,1.7,-3.9
2/20/1977,0,13.3,0,0,0,,12.2,4.7,-2.8
2/21/1977,0,14.1,0,0,0,,8.9,3.9,-1.1
2/22/1977,0,16.6,1,1,0,,5,1.4,-2.2
2/23/1977,0,17.4,0,0,0,,6.1,0.6,-5
2/24/1977,0,18.9,0,0,0,,3.9,-0.9,-5.6
2/25/1977,0,21.3,1.3,0,1.3,,0.6,-3.3,-7.2
2/26/1977,0,18.6,0,0,0,,5.6,-0.6,-6.7
2/27/1977,0,14.4,0,0,0,,7.8,3.6,-0.6
2/28/1977,0,17.4,0,0,0,,4.4,0.6,-3.3
3/1/1977,0,16,0,0,0,,5.6,2,-1.7
3/2/1977,0,18.6,0.5,0,0.5,,6.7,-0.6,-7.8
3/3/1977,0,14.9,0,0,0,,8.3,3.1,-2.2
3/4/1977,0,15.2,0,0,0,,7.8,2.8,-2.2
3/5/1977,0,10.2,1.3,1.3,0,,10.6,7.8,5
3/6/1977,0,15.8,0,0,0,,6.1,2.2,-1.7
3/7/1977,0,13,0,0,0,,10.6,5,-0.6
3/8/1977,0,12.2,0,0,0,,9.4,5.8,2.2
3/9/1977,0,14.1,2.3,2.3,0,,6.1,3.9,1.7
3/10/1977,0,16.3,0,0,0,,6.1,1.7,-2.8
3/11/1977,0,12.4,6.6,4.6,2,,8.9,5.6,2.2
3/12/1977,0,17.4,0,0,0,,3.9,0.6,-2.8
3/13/1977,0,19.7,0,0,0,,2.2,-1.7,-5.6
3/14/1977,0,20.5,0,0,0,,3.3,-2.5,-8.3
3/15/1977,0,20.8,0,0,0,,3.3,-2.8,-8.9
3/16/1977,0,22.7,1.8,0.5,1.3,,0,-4.7,-9.4
3/17/1977,0,16.9,0,0,0,,6.1,1.1,-3.9
3/18/1977,0,19.1,0,0,0,,3.9,-1.1,-6.1
3/19/1977,0,20.5,0.3,0,0.3,,2.8,-2.5,-7.8
3/20/1977,0,19.2,4.6,0,4.6,,3.3,-1.2,-5.6
3/21/1977,0,15.2,3.8,3.8,0,,5.6,2.8,0
3/22/1977,0,16,2.5,2.5,0,,5,2,-1.1
3/23/1977,0,14.9,0,0,0,,5.6,3.1,0.6
3/24/1977,0,15.5,0,0,0,,5.6,2.5,-0.6
3/25/1977,0,18.6,3.6,0.8,2.8,,1.1,-0.6,-2.2
3/26/1977,0,16.3,1.8,1.8,0,,4.4,1.7,-1.1
3/27/1977,0,16.9,0,0,0,,5,1.1,-2.8
3/28/1977,0,16.3,0,0,0,,7.8,1.7,-4.4
3/29/1977,0,17.2,0,0,0,,7.2,0.8,-5.6
3/30/1977,0,15.8,1.3,1.3,0,,7.2,2.2,-2.8
3/31/1977,0,13.8,0,0,0,,8.9,4.2,-0.6
4/1/1977,0,14.9,0,0,0,,7.8,3.1,-1.7
4/2/1977,0,15.2,0,0,0,,7.8,2.8,-2.2
4/3/1977,0,9.1,0,0,0,,18.3,8.9,-0.6
4/4/1977,0,8,0,0,0,,20.6,10,-0.6
4/5/1977,0,8.5,0,0,0,,21.7,9.5,-2.8
4/6/1977,0,9.4,0,0,0,,19.4,8.6,-2.2
4/7/1977,0,7.7,0,0,0,,18.9,10.3,1.7
4/8/1977,0,12.1,8.1,8.1,0,,10,5.9,1.7
4/9/1977,0,10.5,0,0,0,,12.2,7.5,2.8
4/10/1977,0,13.8,1.8,1.8,0,,7.8,4.2,0.6
4/11/1977,0,13,0,0,0,,10.6,5,-0.6
4/12/1977,0,9.6,7.1,7.1,0,,11.1,8.4,5.6
4/13/1977,0,13,0.5,0.5,0,,10,5,0
4/14/1977,0,15.5,0.5,0.5,0,,8.9,2.5,-3.9
4/15/1977,0,11,0,0,0,,13.3,7,0.6
4/16/1977,0,14.3,0,0,0,,10.6,3.7,-3.3
4/17/1977,0,14.1,0.3,0.3,0,,8.3,3.9,-0.6
4/18/1977,0,15.2,0.3,0.3,0,,7.8,2.8,-2.2
4/19/1977,0,14.4,0,0,0,,7.8,3.6,-0.6
4/20/1977,0,16.3,0,0,0,,9.4,1.7,-6.1
4/21/1977,0,13,0,0,0,,15,5,-5
4/22/1977,0,7.1,0,0,0,,20.6,10.9,1.1
4/23/1977,0,3,0,0,0,,26.7,15,3.3
4/24/1977,0,2.2,0,0,0,,28.3,15.8,3.3
4/25/1977,0.9,0,0,0,0,,31.7,18.9,6.1
4/26/1977,0,6.3,5.8,5.8,0,,15.6,11.7,7.8
4/27/1977,0,7.7,0,0,0,,15,10.3,5.6
4/28/1977,0,8.3,0,0,0,,18.3,9.7,1.1
4/29/1977,0,12.4,2.3,2.3,0,,10.6,5.6,0.6
4/30/1977,0,10.2,0,0,0,,16.7,7.8,-1.1
5/1/1977,0,7.4,0,0,0,,21.1,10.6,0
5/2/1977,0,6,0,0,0,,20,12,3.9
5/3/1977,0,5.5,0.3,0.3,0,,17.8,12.5,7.2
5/4/1977,0,9.1,8.1,8.1,0,,12.8,8.9,5
5/5/1977,0,9.9,2.3,2.3,0,,13.3,8.1,2.8
5/6/1977,0,8,0,0,0,,16.7,10,3.3
5/7/1977,0,6,0,0,0,,21.7,12,2.2
5/8/1977,0,4.4,0,0,0,,21.1,13.6,6.1
5/9/1977,0,4.4,0,0,0,,21.1,13.6,6.1
5/10/1977,0,4.4,1,1,0,,22.8,13.6,4.4
5/11/1977,0,9.4,3,3,0,,11.1,8.6,6.1
5/12/1977,0,11,0,0,0,,13.3,7,0.6
5/13/1977,0,9.4,0,0,0,,13.9,8.6,3.3
5/14/1977,0,11,0,0,0,,13.9,7,0
5/15/1977,0,9.4,0,0,0,,16.1,8.6,1.1
5/16/1977,0,6.9,0,0,0,,15,11.1,7.2
5/17/1977,0,10.7,0,0,0,,12.8,7.3,1.7
5/18/1977,0,8.6,0,0,0,,14.4,9.4,4.4
5/19/1977,0,6.9,0,0,0,,17.8,11.1,4.4
5/20/1977,0,7.7,0,0,0,,18.9,10.3,1.7
5/21/1977,0,6,0,0,0,,17.8,12,6.1
5/22/1977,0,9.1,0,0,0,,17.8,8.9,0
5/23/1977,0,5.8,7.1,7.1,0,,19.4,12.2,5
5/24/1977,0,8,8.9,8.9,0,,15,10,5
5/25/1977,0,8.5,0,0,0,,17.2,9.5,1.7
5/26/1977,0,7.4,0,0,0,,16.7,10.6,4.4
5/27/1977,0,8.8,0,0,0,,16.7,9.2,1.7
5/28/1977,0,9.6,1.8,1.8,0,,16.1,8.4,0.6
5/29/1977,0,9.9,7.1,7.1,0,,10.6,8.1,5.6
5/30/1977,0,6,0,0,0,,17.8,12,6.1
5/31/1977,0,5.2,3.6,3.6,0,,19.4,12.8,6.1
6/1/1977,0,6,1,1,0,,16.1,12,7.8
6/2/1977,0,7.7,0,0,0,,15,10.3,5.6
6/3/1977,0,9.1,0,0,0,,16.1,8.9,1.7
6/4/1977,0,3.5,0.3,0.3,0,,20,14.5,8.9
6/5/1977,0,3.8,0,0,0,,22.8,14.2,5.6
6/6/1977,0,1.3,1,1,0,,26.1,16.7,7.2
6/7/1977,0,0.8,6.6,6.6,0,,25,17.2,9.4
6/8/1977,0,6,6.4,6.4,0,,15,12,8.9
6/9/1977,0,7.4,5.6,5.6,0,,15,10.6,6.1
6/10/1977,0,7.1,0,0,0,,18.9,10.9,2.8
6/11/1977,0,4.9,0,0,0,,22.8,13.1,3.3
6/12/1977,0,4.4,0,0,0,,21.1,13.6,6.1
6/13/1977,0,4.7,0,0,0,,22.2,13.3,4.4
6/14/1977,0,3.5,2.8,2.8,0,,20.6,14.5,8.3
6/15/1977,0,1.9,0,0,0,,23.9,16.1,8.3
6/16/1977,0,1.3,0,0,0,,25.6,16.7,7.8
6/17/1977,0.9,0,0,0,0,,28.9,18.9,8.9
6/18/1977,1.7,0,0,0,0,,29.4,19.7,10
6/19/1977,0.9,0,2.5,2.5,0,,25.6,18.9,12.2
6/20/1977,0,3,1.8,1.8,0,,18.3,15,11.7
6/21/1977,0,3.2,0.8,0.8,0,,20.6,14.8,8.9
6/22/1977,0,6,0,0,0,,18.3,12,5.6
6/23/1977,0,4.9,0,0,0,,20.6,13.1,5.6
6/24/1977,0,1.9,0,0,0,,22.2,16.1,10
6/25/1977,0,6,0,0,0,,21.1,12,2.8
6/26/1977,0,6,1.8,1.8,0,,16.1,12,7.8
6/27/1977,0,4.6,2.3,2.3,0,,20,13.4,6.7
6/28/1977,0,4.6,0,0,0,,16.7,13.4,10
6/29/1977,0,6.3,3.8,3.8,0,,18.3,11.7,5
6/30/1977,0,3.8,0.8,0.8,0,,18.9,14.2,9.4
7/1/1977,0,5.5,0,0,0,,18.3,12.5,6.7
7/2/1977,0,6.3,0,0,0,,18.3,11.7,5
7/3/1977,0,4.6,0,0,0,,18.9,13.4,7.8
7/4/1977,0,4.9,1,1,0,,18.3,13.1,7.8
7/5/1977,0,6.6,1.8,1.8,0,,15.6,11.4,7.2
7/6/1977,0,3,2,2,0,,20.6,15,9.4
7/7/1977,0,2.4,0,0,0,,23.3,15.6,7.8
7/8/1977,0.6,0,2,2,0,,23.9,18.6,13.3
7/9/1977,0,2.4,0,0,0,,21.1,15.6,10
7/10/1977,0,2.4,10.9,10.9,0,,23.3,15.6,7.8
7/11/1977,0,3.8,12.7,12.7,0,,17.2,14.2,11.1
7/12/1977,0,6,1.5,1.5,0,,21.1,12,2.8
7/13/1977,0,4.4,0,0,0,,23.3,13.6,3.9
7/14/1977,0,6,12.4,12.4,0,,21.1,12,2.8
7/15/1977,0,4.4,2.8,2.8,0,,21.1,13.6,6.1
7/16/1977,0,3.2,7.1,7.1,0,,18.9,14.8,10.6
7/17/1977,0,8.3,3.6,3.6,0,,14.4,9.7,5
7/18/1977,0,8.2,4.1,4.1,0,,12.8,9.8,6.7
7/19/1977,0,2.7,0,0,0,,21.1,15.3,9.4
7/20/1977,0,2.7,0,0,0,,25.6,15.3,5
7/21/1977,0,2.4,2,2,0,,19.4,15.6,11.7
7/22/1977,0,4.4,1.8,1.8,0,,21.1,13.6,6.1
7/23/1977,0,3.3,0,0,0,,23.3,14.7,6.1
7/24/1977,0,0.8,0,0,0,,27.2,17.2,7.2
7/25/1977,1.7,0,0,0,0,,29.4,19.7,10
7/26/1977,3.1,0,0,0,0,,30,21.1,12.2
7/27/1977,2.6,0,0,0,0,,30.6,20.6,10.6
7/28/1977,2.6,0,15.5,15.5,0,,28.3,20.6,12.8
7/29/1977,0,3.8,1,1,0,,17.2,14.2,11.1
7/30/1977,0,1.3,10.2,10.2,0,,22.2,16.7,11.1
7/31/1977,0,0.7,0,0,0,,22.8,17.3,11.7
8/1/1977,0,1,0,0,0,,26.1,17,7.8
8/2/1977,1.5,0,0,0,0,,26.7,19.5,12.2
8/3/1977,0.4,0,0,0,0,,26.1,18.4,10.6
8/4/1977,0,0.2,0,0,0,,25.6,17.8,10
8/5/1977,0,0.7,0,0,0,,25.6,17.3,8.9
8/6/1977,0,0.2,0,0,0,,25,17.8,10.6
8/7/1977,2.8,0,0,0,0,,29.4,20.8,12.2
8/8/1977,0.9,0,3.3,3.3,0,,23.9,18.9,13.9
8/9/1977,0.9,0,0,0,0,,23.9,18.9,13.9
8/10/1977,2,0,0,0,0,,28.9,20,11.1
8/11/1977,4,0,0,0,0,,32.2,22,11.7
8/12/1977,3.1,0,0,0,0,,29.4,21.1,12.8
8/13/1977,2,0,0,0,0,,27.2,20,12.8
8/14/1977,0,1.9,0,0,0,,23.9,16.1,8.3
8/15/1977,0,2.7,0,0,0,,25,15.3,5.6
8/16/1977,0,1,0,0,0,,27.2,17,6.7
8/17/1977,1.5,0,0,0,0,,30,19.5,8.9
8/18/1977,2.9,0,0,0,0,,28.9,20.9,12.8
8/19/1977,2.3,0,0,0,0,,29.4,20.3,11.1
8/20/1977,2.9,0,0,0,0,,30,20.9,11.7
8/21/1977,2.3,0,0,0,0,,24.4,20.3,16.1
8/22/1977,0,4.6,1.8,1.8,0,,16.7,13.4,10
8/23/1977,0,3,4.8,4.8,0,,18.3,15,11.7
8/24/1977,0,5.2,0,0,0,,18.9,12.8,6.7
8/25/1977,0,4.9,0,0,0,,18.9,13.1,7.2
8/26/1977,0,3.6,0,0,0,,19.4,14.4,9.4
8/27/1977,0,4.4,0,0,0,,18.9,13.6,8.3
8/28/1977,0,5.8,9.4,9.4,0,,14.4,12.2,10
8/29/1977,0,7.4,6.4,6.4,0,,13.9,10.6,7.2
8/30/1977,0,5.5,2.8,2.8,0,,16.1,12.5,8.9
8/31/1977,0,6,0,0,0,,16.1,12,7.8
9/1/1977,0,8.5,0.3,0.3,0,,17.2,9.5,1.7
9/2/1977,0,9.1,3.3,3.3,0,,14.4,8.9,3.3
9/3/1977,0,4.7,0,0,0,,17.2,13.3,9.4
9/4/1977,0,4.4,0,0,0,,18.3,13.6,8.9
9/5/1977,0,6.9,1,1,0,,16.1,11.1,6.1
9/6/1977,0,6.8,0,0,0,,16.7,11.2,5.6
9/7/1977,0,7.2,0,0,0,,18.3,10.8,3.3
9/8/1977,0,8.5,0.3,0.3,0,,15,9.5,3.9
9/9/1977,0,6.9,0,0,0,,17.2,11.1,5
9/10/1977,0,8.5,0,0,0,,17.2,9.5,1.7
9/11/1977,0,7.1,0,0,0,,20,10.9,1.7
9/12/1977,0,3,0,0,0,,22.8,15,7.2
9/13/1977,0,3.3,0,0,0,,19.4,14.7,10
9/14/1977,0,6.9,1.5,1.5,0,,17.2,11.1,5
9/15/1977,0,8.8,0,0,0,,16.7,9.2,1.7
9/16/1977,0,10.2,0,0,0,,15,7.8,0.6
9/17/1977,0,11.6,0,0,0,,11.7,6.4,1.1
9/18/1977,0,9.9,0.5,0.5,0,,13.9,8.1,2.2
9/19/1977,0,7.7,6.1,6.1,0,,13.3,10.3,7.2
9/20/1977,0,5.5,0,0,0,,16.7,12.5,8.3
9/21/1977,0,6.3,0,0,0,,15.6,11.7,7.8
9/22/1977,0,11.3,18.8,18.8,0,,11.1,6.7,2.2
9/23/1977,0,9.6,9.1,9.1,0,,10.6,8.4,6.1
9/24/1977,0,8.5,2.8,2.8,0,,12.8,9.5,6.1
9/25/1977,0,11.1,2.3,2.3,0,,9.4,6.9,4.4
9/26/1977,0,9.1,2,2,0,,12.2,8.9,5.6
9/27/1977,0,8.5,0,0,0,,11.7,9.5,7.2
9/28/1977,0,10.7,0,0,0,,8.9,7.3,5.6
9/29/1977,0,13.2,0,0,0,,8.9,4.8,0.6
9/30/1977,0,8.8,1,1,0,,15,9.2,3.3
10/1/1977,0,11.9,13.2,13.2,0,,8.3,6.1,3.9
10/2/1977,0,13,0,0,0,,9.4,5,0.6
10/3/1977,0,14.9,0,0,0,,7.2,3.1,-1.1
10/4/1977,0,14.9,0,0,0,,7.2,3.1,-1.1
10/5/1977,0,11.9,0,0,0,,12.2,6.1,0
10/6/1977,0,14.4,0,0,0,,7.8,3.6,-0.6
10/7/1977,0,12.7,0,0,0,,11.7,5.3,-1.1
10/8/1977,0,11.9,0,0,0,,10,6.1,2.2
10/9/1977,0,11.6,0,0,0,,10.6,6.4,2.2
10/10/1977,0,14.9,0,0,0,,8.3,3.1,-2.2
10/11/1977,0,8.3,0,0,0,,13.3,9.7,6.1
10/12/1977,0,7.7,3,3,0,,12.2,10.3,8.3
10/13/1977,0,14.4,0,0,0,,7.2,3.6,0
10/14/1977,0,12.7,0,0,0,,13.3,5.3,-2.8
10/15/1977,0,13,0.3,0.3,0,,13.9,5,-3.9
10/16/1977,0,10.2,0,0,0,,13.9,7.8,1.7
10/17/1977,0,15.2,0,0,0,,11.1,2.8,-5.6
10/18/1977,0,12.4,0.3,0.3,0,,12.8,5.6,-1.7
10/19/1977,0,13.5,0,0,0,,10.6,4.5,-1.7
10/20/1977,0,16,0,0,0,,10,2,-6.1
10/21/1977,0,12.4,0.5,0.5,0,,13.3,5.6,-2.2
10/22/1977,0,5.5,0,0,0,,17.2,12.5,7.8
10/23/1977,0,7.4,2,2,0,,15.6,10.6,5.6
10/24/1977,0,14.6,0,0,0,,8.9,3.4,-2.2
10/25/1977,0,10.8,0,0,0,,11.1,7.2,3.3
10/26/1977,0,10.7,0.3,0.3,0,,11.7,7.3,2.8
10/27/1977,0,10.5,0,0,0,,12.8,7.5,2.2
10/28/1977,0,8.5,0,0,0,,12.2,9.5,6.7
10/29/1977,0,13,0,0,0,,12.8,5,-2.8
10/30/1977,0,17.4,1,1,0,,7.2,0.6,-6.1
10/31/1977,0,14.9,4.1,0,4.1,,7.2,3.1,-1.1
11/1/1977,0,17.4,8.7,2.3,6.4,,3.3,0.6,-2.2
11/2/1977,0,15.8,0,0,0,,6.1,2.2,-1.7
11/3/1977,0,17.4,0,0,0,,5.6,0.6,-4.4
11/4/1977,0,20.5,1,0,1,,2.8,-2.5,-7.8
11/5/1977,0,19.7,2.3,1.3,1,,3.3,-1.7,-6.7
11/6/1977,0,16.3,0,0,0,,5.6,1.7,-2.2
11/7/1977,0,18,0,0,0,,3.9,0,-3.9
11/8/1977,0,19.7,0,0,0,,1.1,-1.7,-4.4
11/9/1977,0,17.7,4.6,0,4.6,,1.7,0.3,-1.1
11/10/1977,0,13.6,2,2,0,,9.4,4.4,-0.6
11/11/1977,0,10.5,0,0,0,,13.3,7.5,1.7
11/12/1977,0,14.6,0,0,0,,8.9,3.4,-2.2
11/13/1977,0,15.7,0,0,0,,7.8,2.3,-3.3
11/14/1977,0,14.1,0,0,0,,7.2,3.9,0.6
11/15/1977,0,18,1.5,0,1.5,,2.2,0,-2.2
11/16/1977,0,20.8,0,0,0,,2.2,-2.8,-7.8
11/17/1977,0,23.3,0,0,0,,-0.6,-5.3,-10
11/18/1977,0,28.6,0,0,0,,-4.4,-10.6,-16.7
11/19/1977,0,29.7,0,0,0,,-8.9,-11.7,-14.4
11/20/1977,0,34.1,0,0,0,,-12.2,-16.1,-20
11/21/1977,0,34.1,0,0,0,,-13.3,-16.1,-18.9
11/22/1977,0,34.1,0,0,0,,-11.1,-16.1,-21.1
11/23/1977,0,36.9,7.6,0,7.6,,-15,-18.9,-22.8
11/24/1977,0,32.5,2,0,2,,-10.6,-14.5,-18.3
11/25/1977,0,27.8,2.5,0,2.5,,-3.9,-9.8,-15.6
11/26/1977,0,24.4,0,0,0,,0,-6.4,-12.8
11/27/1977,0,22.7,0,0,0,,1.7,-4.7,-11.1
11/28/1977,0,17.4,7.1,7.1,0,,5.6,0.6,-4.4
11/29/1977,0,14.6,0,0,0,,6.1,3.4,0.6
11/30/1977,0,17.1,2.5,0,2.5,,3.9,0.9,-2.2
12/1/1977,0,19.4,7.6,0,7.6,,0,-1.4,-2.8
12/2/1977,0,20,0.5,0,0.5,,-0.6,-2,-3.3
12/3/1977,0,34.4,4.1,0,4.1,,-14.4,-16.4,-18.3
12/4/1977,0,38.9,0.3,0,0.3,,-18.9,-20.9,-22.8
12/5/1977,0,42.2,3,0,3,,-18.9,-24.2,-29.4
12/6/1977,0,38.3,7.9,0,7.9,,-18.3,-20.3,-22.2
12/7/1977,0,42.8,0.3,0,0.3,,-23.9,-24.8,-25.6
12/8/1977,0,46.4,0,0,0,,-26.1,-28.4,-30.6
12/9/1977,0,48.6,1,0,1,,-26.1,-30.6,-35
12/10/1977,0,44.1,0,0,0,,-17.2,-26.1,-35
12/11/1977,0,30.8,0,0,0,,3.3,-12.8,-28.9
12/12/1977,0,20.8,0,0,0,,4.4,-2.8,-10
12/13/1977,0,20.2,0,0,0,,6.7,-2.2,-11.1
12/14/1977,0,18.9,0.5,0.5,0,,1.1,-0.9,-2.8
12/15/1977,0,17.4,1.5,0,1.5,,2.2,0.6,-1.1
12/16/1977,0,22.2,0,0,0,,-0.6,-4.2,-7.8
12/17/1977,0,31.7,0,0,0,,-10.6,-13.7,-16.7
12/18/1977,0,30.3,1,0,1,,-8.9,-12.3,-15.6
12/19/1977,0,26.6,0,0,0,,-6.1,-8.6,-11.1
12/20/1977,0,24.7,0,0,0,,-2.2,-6.7,-11.1
12/21/1977,0,26.6,0,0,0,,-6.1,-8.6,-11.1
12/22/1977,0,26.4,0.8,0,0.8,,-7.8,-8.4,-8.9
12/23/1977,0,28,0,0,0,,-8.9,-10,-11.1
12/24/1977,0,30,0,0,0,,-10.6,-12,-13.3
12/25/1977,0,31.6,0,0,0,,-11.1,-13.6,-16.1
12/26/1977,0,35,0,0,0,,-10.6,-17,-23.3
12/27/1977,0,28,0,0,0,,-5.6,-10,-14.4
12/28/1977,0,32.8,0,0,0,,-10.6,-14.8,-18.9
12/29/1977,0,33.6,0,0,0,,-11.1,-15.6,-20
12/30/1977,0,39.6,0,0,0,,-16,-21.6,-27.2
12/31/1977,0,41.5,0,0,0,,-19,-23.5,-28
1/1/1978,0,38,0,0,0,,-15,-20,-25
1/2/1978,0,44,0,0,0,,-21,-26,-31
1/3/1978,0,43,0,0,0,,-19.4,-25,-30.6
1/4/1978,0,43,0.3,0,0.3,,-16.7,-25,-33.3
1/5/1978,0,38.9,12.7,0,12.7,,-15.6,-20.9,-26.1
1/6/1978,0,42.2,0.3,0,0.3,,-20,-24.2,-28.3
1/7/1978,0,39.3,8.1,0,8.1,,-15.6,-21.3,-27
1/8/1978,0,33.9,1.8,0,1.8,,-11.7,-15.9,-20
1/9/1978,0,29.1,0.3,0,0.3,,-9.4,-11.1,-12.8
1/10/1978,0,30.8,0.3,0,0.3,,-8.9,-12.8,-16.7
1/11/1978,0,28,0,0,0,,-7.8,-10,-12.2
1/12/1978,0,24.7,0,0,0,,-4.4,-6.7,-8.9
1/13/1978,0,22.5,0,0,0,,-3.3,-4.5,-5.6
1/14/1978,0,28.3,0,0,0,,-6.1,-10.3,-14.4
1/15/1978,0,26.9,0,0,0,,-3.3,-8.9,-14.4
1/16/1978,0,24.7,0,0,0,,-5,-6.7,-8.3
1/17/1978,0,26.9,0,0,0,,-6.7,-8.9,-11.1
1/18/1978,0,25.3,0,0,0,,-5.6,-7.3,-8.9
1/19/1978,0,23.8,0,0,0,,-4.4,-5.8,-7.2
1/20/1978,0,21.3,0,0,0,,0.6,-3.3,-7.2
1/21/1978,0,19.7,0,0,0,,2.2,-1.7,-5.6
1/22/1978,0,21.9,0,0,0,,2.2,-3.9,-10
1/23/1978,0,24.4,6.9,0,6.9,,-0.6,-6.4,-12.2
1/24/1978,0,19.1,0,0,0,,1.1,-1.1,-3.3
1/25/1978,0,17.2,0,0,0,,4.4,0.8,-2.8
1/26/1978,0,21.4,0,0,0,,0,-3.4,-6.7
1/27/1978,0,30.8,0,0,0,,-8.3,-12.8,-17.2
1/28/1978,0,28.3,0,0,0,,-8.9,-10.3,-11.7
1/29/1978,0,29.7,2,0,2,,-9.4,-11.7,-13.9
1/30/1978,0,30,0.5,0,0.5,,-10,-12,-13.9
1/31/1978,0,36.9,0,0,0,,-11.7,-18.9,-26.1
2/1/1978,0,44.7,0,0,0,,-20,-26.7,-33.3
2/2/1978,0,41.1,0.8,0,0.8,,-12.8,-23.1,-33.3
2/3/1978,0,32.4,0.3,0,0.3,,-9.4,-14.4,-19.4
2/4/1978,0,25.5,1,0,1,,-1.7,-7.5,-13.3
2/5/1978,0,16.3,0,0,0,,7.8,1.7,-4.4
